FEATURE_NAME	STATE_ALPHA	PRIM_LAT_DEC	PRIM_LONG_DEC		
La Porte	CA	39.6821146	-120.9841206		
Lake City	CA	41.6426708	-120.2168926		
Lamoine	CA	40.9779272	-122.4308472		
Lassen Peak	CA	40.4876594	-121.5049807		
Lassen Volcanic National Park	CA	40.4809946	-121.3833085		
Lava Beds National Monument	CA	41.7532136	-121.5066598		
Lee Vining	CA	37.9574254	-119.1218156		
Likely	CA	41.2304507	-120.5041193		
Mount Lola	CA	39.4329598	-120.3643715		
Lookout	CA	41.2079441	-121.1552523		
Lower Klamath Lake	CA	41.8984857	-121.6844407		
Lower Klamath National Wildlife Refuge	CA	41.9487624	-121.696663		
Lower Lake	CA	41.2548964	-120.0471615		
Mount Lyell	CA	37.7393751	-119.2715358		
Mather	CA	37.8821454	-119.8557341		
McArthur	CA	41.0501635	-121.3991469		
McCoy Flat Reservoir	CA	40.4537797	-120.9432931		
Meiss Lake	CA	41.8632028	-122.0675094		
Middle Alkali Lake	CA	41.4748946	-120.1093863		
Modoc National Wildlife Refuge	CA	41.4568372	-120.5185656		
Mono Lake	CA	38.0165908	-119.0093116		
Montgomery Creek	CA	40.8415447	-121.9236074		
Mount Morgan	CA	37.5113223	-118.7798486		
Mount Hebron	CA	41.7870939	-122.0041737		
North Palisade	CA	37.0941667	-118.5144444		
North Yolla Bolly Mountains	CA	40.1959841	-122.9736273		
Orleans	CA	41.3015154	-123.5411704		
Lake Oroville	CA	39.5371085	-121.4833014		
Mount Patterson	CA	38.4365821	-119.3051581		
Mount Pinchot	CA	36.9468795	-118.4073218		
Pine Flat Dam	CA	36.8324489	-119.3259565		
Platina	CA	40.3595937	-122.894741		
Pondosa	CA	41.1993273	-121.6888808		
Potter Valley	CA	39.3221089	-123.113059		
Mount Powell	CA	37.1385463	-118.6339976		
Quincy	CA	39.9368363	-120.9471764		
Ribbon Fall	CA	37.7357593	-119.6482233		
Rich Bar	CA	40.0109982	-121.1930184		
Ritter Range	CA	37.6938223	-119.1979189		
Mount Russell	CA	36.589935	-118.2906469		
Russian Peak	CA	41.2826412	-122.9519789		
Saline Valley	CA	36.70299	-117.8159116		
Mount Shasta	CA	41.4093201	-122.195009		
Shaver Lake	CA	37.1443911	-119.3034586		
Sierra Valley	CA	39.794069	-120.3757665		
Silver Strand Falls	CA	37.704372	-119.6693338		
Bass Lake	CA	37.2907788	-119.5251388		
Benton Range	CA	37.7399327	-118.566511		
Big Chico Creek	CA	39.7076607	-121.9352564		
Butte Creek	CA	39.1946129	-121.9363611		
Calaveras Bigtree National Forest	CA	38.2540844	-120.2476933		
Coulterville	CA	37.710486	-120.1979658		
Devils Postpile National Monument	CA	37.6149366	-119.0865223		
Hilt	CA	41.994859	-122.6233613		
Honey Lake	CA	40.2349005	-120.3499376		
Hornbrook	CA	41.9101394	-122.5558584		
Inyo Mountains	CA	36.1666075	-118.0009143		
Klamath River	CA	41.5470639	-124.0834083		
Mammoth Pool Reservoir	CA	37.3229999	-119.3162386		
Marble Mountains	CA	41.578745	-123.0919855		
McCloud River	CA	40.7701502	-122.3036177		
Nelson Mountain	CA	37.0899455	-119.0492816		
Round Valley Reservation	CA	39.89277	-123.328825		
Russian River	CA	38.4504698	-123.1294482		
Shasta Valley	CA	41.8151431	-122.4355761		
Lake Shastina	CA	41.5412597	-122.376128		
Stampede Reservoir	CA	39.4749076	-120.1068677		
Stanislaus River	CA	37.6649297	-121.240773		
Stony Gorge Reservoir	CA	39.5851576	-122.5324926		
Trinity Mountains	CA	41.3195935	-122.4791843		
Tule Lake National Wildlife Refuge	CA	41.8721006	-121.5066592		
Tule Lake	CA	41.9093216	-121.5330484		
Union Valley Reservoir	CA	38.8679607	-120.4440876		
Van Duzen River	CA	40.5484656	-124.1611625		
Warner Mountains	CA	41.4498941	-120.2510574		
Whiskeytown Lake	CA	40.5993161	-122.5411253		
Mount Whitney	CA	36.5782684	-118.2934244		
Wishon Reservoir	CA	37.0046671	-118.9681667		
Yosemite Valley	CA	37.7163159	-119.6651677		
Aguanga	CA	33.4428094	-116.8650235		
Arrowbear Lake	CA	34.2108413	-117.0833709		
Lake Arrowhead	CA	34.2644502	-117.1853189		
Barrett Lake	CA	32.6795015	-116.6705744		
Big Bear Lake	CA	34.2419517	-116.9769798		
Big Dalton Reservoir	CA	34.1700068	-117.8089483		
Big Sur	CA	36.270241	-121.8074545		
Bouquet Reservoir	CA	34.5783227	-118.3861918		
Lake Cachuma	CA	34.5866555	-119.9809753		
Cahuilla Reservation	CA	33.520264	-116.711736		
Cajon Summit	CA	34.3494462	-117.4464378		
Caliente Range	CA	35.0874733	-119.8090221		
Campo Indian Reservation	CA	32.673372	-116.363183		
Canebrake Creek	CA	35.7277296	-118.1739667		
Carmel River	CA	36.5360724	-121.9280102		
Cirque Peak	CA	36.4768802	-118.2370319		
Coachella Valley	CA	33.7666873	-116.3591772		
Death Valley	CA	36.246618	-116.8169955		
Devore	CA	34.2163964	-117.4014365		
Edison	CA	35.3474591	-118.8717638		
El Capitan Lake	CA	32.8856056	-116.8091903		
Lake Elsinore	CA	33.6602995	-117.3533735		
Estero Bay	CA	35.429418	-120.9301829		
Gaviota	CA	34.4716558	-120.2148716		
Goleta Point	CA	34.4044408	-119.844027		
Gorman	CA	34.7960902	-118.8525956		
Greenhorn Mountains	CA	35.8499501	-118.5725876		
South Haiwee Reservoir	CA	36.1368862	-117.9509121		
Lake Henshaw	CA	33.2417055	-116.7630777		
Honey Lake Valley	CA	40.1874018	-120.2496554		
Irish Hills	CA	35.2377529	-120.7804543		
Junipero Serra Peak	CA	36.1455185	-121.4193777		
La Jolla Reservation	CA	33.265031	-116.849704		
La Panza Range	CA	35.3410835	-120.299877		
La Posta Indian Reservation	CA	32.7353331	-116.3908507		
Laguna Mountains	CA	32.8083854	-116.4491835		
Lake Mathews	CA	33.8425168	-117.4619902		
Lebec	CA	34.8416435	-118.8648189		
Lopez Point	CA	36.0205172	-121.5674416		
Los Coyotes Reservation	CA	33.297814	-116.556022		
Los Olivos	CA	34.667763	-120.11487		
Lucerne Valley	CA	34.443889	-116.9678136		
Merced River	CA	37.349104	-120.9754833		
Mint Canyon	CA	34.4152741	-118.4536943		
Pala Reservation	CA	33.358984	-117.047109		
Mojave River	CA	35.1055393	-116.0647336		
Morena Reservoir	CA	32.6856119	-116.5480727		
Morris Reservoir	CA	34.1741729	-117.8803396		
Moses Mountain	CA	36.2780006	-118.6800926		
Newhall	CA	34.3847198	-118.530919		
Olancha	CA	36.2818827	-118.0064718		
Owens Lake	CA	36.4332692	-117.9509162		
Owens River	CA	36.5418784	-117.9792516		
Owens Valley	CA	37.3735403	-118.3773316		
Palomar Mountain	CA	33.3633675	-116.8361345		
Pauma and Yuima Reservation	CA	33.363257	-116.954957		
Pechanga Reservation	CA	33.446383	-117.060694		
Piru Creek	CA	34.3988861	-118.7856487		
Lake Piru	CA	34.4616612	-118.7512028		
Purisima Hills	CA	34.6847056	-120.2715438		
Pyramid Lake	CA	34.6441529	-118.7642583		
Canyon Lake	CA	33.6761328	-117.2733709		
Rincon Reservation	CA	33.263853	-116.958942		
Sacramento Valley	CA	38.0476979	-121.7955115		
Salinas River	CA	36.7494018	-121.8035624		
Salmon Mountains	CA	41.000418	-123.0483683		
Mount San Antonio	CA	34.2888927	-117.6467218		
San Bernardino Mountains	CA	34.1255662	-116.8764152		
San Dimas Reservoir	CA	34.1547297	-117.7728358		
San Fernando Valley	CA	34.18195	-118.3595234		
San Gabriel Reservoir	CA	34.2063942	-117.860339		
San Joaquin River	CA	38.0665861	-121.851069		
San Luis Rey River	CA	33.2022582	-117.3922615		
Cape San Martin	CA	35.8888523	-121.4629907		
San Rafael Mountains	CA	34.7108196	-119.8143043		
San Ysidro Mountains	CA	32.5967255	-116.8233541		
Santa Ana Mountains	CA	33.7500183	-117.5425469		
Santa Ana River	CA	33.6280762	-117.9586699		
Santa Clara River	CA	34.2352818	-119.2637217		
Santa Lucia Range	CA	36.0510726	-121.4691026		
Santa Margarita Lake	CA	35.3374737	-120.5023862		
Santa Margarita River	CA	33.2319793	-117.4161509		
Santa Rosa Mountains	CA	33.4314207	-116.2277851		
Santa Susana Mountains	CA	34.3333332	-118.6009211		
Santiago Reservoir	CA	33.7864063	-117.726997		
Scodie Mountains	CA	35.6299536	-118.0820186		
Sespe Creek	CA	34.3805536	-118.9539888		
Sierra de Salinas	CA	36.404962	-121.49216		
Siskiyou Mountains	CA	41.8331718	-123.6678441		
Soda Lake	CA	35.2346908	-119.8931869		
Soledad Canyon	CA	34.4241627	-118.5414747		
Summit	CA	34.3283362	-117.4275485		
Sweetwater River	CA	32.6428316	-117.1147524		
Tejon Pass	CA	34.8013678	-118.8753743		
Lake Thomas A Edison	CA	37.3699419	-118.9873411		
Timber Peak	CA	35.0144214	-120.0134747		
West Fork San Gabriel River	CA	34.2397264	-117.8567278		
White Mountains	CA	37.583262	-118.2676088		
Jackson Meadows Reservoir	CA	39.5082345	-120.5566014		
Tule River Reservation	CA	36.031279	-118.71496		
Redwood National Park	CA	41.7659472	-124.0478541		
Joshua Tree National Park	CA	33.9166757	-115.9174968		
San Pablo Bay National Wildlife Refuge	CA	38.1415854	-122.4010866		
Santa Monica Mountains National Recreation Area	CA	34.0666735	-118.734254		
Whiskeytown-Shasta-Trinity National Recreation Area	CA	40.6332042	-122.6011272		
El Dorado County	CA	38.7665704	-120.5177021		
Fresno County	CA	36.6666153	-119.8343113		
Glenn County	CA	39.5998801	-122.4344349		
Imperial County	CA	33.0333754	-115.4174839		
Kings County	CA	36.0332857	-119.8342972		
Lake County	CA	39.0998927	-122.7844357		
Los Angeles County	CA	34.3666648	-118.2009079		
Madera County	CA	37.1666138	-119.8343222		
Marin County	CA	38.0665885	-122.7344326		
Mariposa County	CA	37.5499352	-119.9010055		
Mendocino County	CA	39.4165528	-123.4177888		
Merced County	CA	37.1666104	-120.7515832		
Modoc County	CA	41.5665574	-120.7344068		
Mono County	CA	37.9165951	-118.8676378		
Monterey County	CA	36.2505225	-121.2515915		
Napa County	CA	38.4832423	-122.3344215		
Orange County	CA	33.7000199	-117.7675535		
Placer County	CA	39.0665663	-120.7677098		
Plumas County	CA	39.9832256	-120.8677306		
Riverside County	CA	33.7333527	-116.0508341		
Sacramento County	CA	38.4665756	-121.3177279		
San Benito County	CA	36.6166254	-121.0843605		
San Bernardino County	CA	34.6666571	-116.167511		
San Diego County	CA	33.0333786	-116.8008578		
San Francisco County	CA	37.7665967	-122.4510824		
San Joaquin County	CA	37.9332577	-121.3010571		
San Luis Obispo County	CA	35.3666401	-120.5343317		
San Mateo County	CA	37.4499398	-122.3510825		
Santa Barbara County	CA	34.7333174	-120.0343114		
Santa Clara County	CA	37.2332773	-121.7677276		
Santa Cruz County	CA	37.0666148	-122.051074		
Sierra County	CA	39.5832342	-120.5510468		
Siskiyou County	CA	41.5832007	-122.5177997		
Solano County	CA	38.2332472	-121.9510745		
Stanislaus County	CA	37.5499324	-121.0015991		
Sutter County	CA	39.0165605	-121.7010773		
Trinity County	CA	40.5831994	-123.1678065		
Tulare County	CA	36.2666138	-118.8009286		
Tuolumne County	CA	38.0665858	-119.9010137		
Ventura County	CA	34.4666605	-119.0176027		
Yolo County	CA	38.6999039	-121.8844113		
Yuba County	CA	39.2832244	-121.4010744		
Alameda	CA	37.7652065	-122.2416355		
Alturas	CA	41.4871146	-120.5424555		
Anderson	CA	40.448208	-122.2977815		
Arcata	CA	40.8665166	-124.0828396		
Benicia	CA	38.049365	-122.1585777		
Big Pine	CA	37.1649307	-118.289546		
Biggs	CA	39.4123876	-121.7127513		
Bishop	CA	37.3635404	-118.3951101		
Boulder Creek	CA	37.1260578	-122.1221869		
Brentwood	CA	37.931868	-121.6957863		
Burbank	CA	37.3232752	-121.9316233		
Burney	CA	40.8823811	-121.6608205		
Calistoga	CA	38.5787966	-122.5797054		
Campbell	CA	37.2871651	-121.9499568		
Carmichael	CA	38.617127	-121.3282843		
Castroville	CA	36.7657904	-121.758005		
Chester	CA	40.3062736	-121.2319098		
Clayton	CA	37.9410341	-121.9357925		
Cloverdale	CA	38.8054624	-123.0172227		
Corning	CA	39.9276572	-122.1791556		
Corte Madera	CA	37.9254806	-122.5274755		
Cottonwood	CA	40.3857087	-122.2808356		
Crescent City	CA	41.7559481	-124.2017474		
Crockett	CA	38.0524208	-122.2130236		
Cupertino	CA	37.3229978	-122.0321823		
Danville	CA	37.8215929	-121.9999606		
Davis	CA	38.5449065	-121.7405167		
Diamond Springs	CA	38.6946259	-120.8149355		
Dorris	CA	41.9673696	-121.91806		
Dunsmuir	CA	41.2082089	-122.2719529		
Easton	CA	36.6502271	-119.7906977		
El Cerrito	CA	37.9157581	-122.3116367		
Elk Grove	CA	38.4087993	-121.3716178		
Esparto	CA	38.6921258	-122.0171925		
Etna	CA	41.4568065	-122.8947551		
Fair Oaks	CA	38.6446264	-121.2721718		
Fairfax	CA	37.9871455	-122.5888686		
Ferndale	CA	40.5762406	-124.2639442		
Firebaugh	CA	36.8588376	-120.4560072		
Florin	CA	38.4960187	-121.4088416		
Foresthill	CA	39.0201768	-120.8179891		
Fort Jones	CA	41.6076387	-122.8403099		
Fortuna	CA	40.5981867	-124.1572756		
Fremont	CA	37.5482697	-121.9885719		
Galt	CA	38.2546373	-121.2999485		
Gilroy	CA	37.0057816	-121.5682751		
Glen Ellen	CA	38.3640795	-122.5241487		
Grass Valley	CA	39.2190608	-121.0610606		
Gridley	CA	39.3637773	-121.6935833		
Guerneville	CA	38.5018575	-122.9961102		
Half Moon Bay	CA	37.4635519	-122.4285862		
Hayfork	CA	40.5543106	-123.1830839		
Healdsburg	CA	38.6104658	-122.8691609		
Isleton	CA	38.1618614	-121.6116206		
Kelseyville	CA	38.9779531	-122.8394375		
Kingsburg	CA	36.5138398	-119.5540175		
Klamath	CA	41.5265092	-124.0384069		
Lafayette	CA	37.8857582	-122.1180201		
Lakeport	CA	39.0429506	-122.9158293		
Le Grand	CA	37.228554	-120.2482336		
Lewiston	CA	40.7073681	-122.8075227		
Lincoln	CA	38.891565	-121.2930079		
Linden	CA	38.0213118	-121.0838313		
Live Oak	CA	39.2757232	-121.6599701		
Livermore	CA	37.6818745	-121.7680088		
Lockeford	CA	38.1635297	-121.1499447		
Lone Pine	CA	36.6060444	-118.0628654		
Los Banos	CA	37.0582786	-120.8499151		
Los Molinos	CA	40.0212684	-122.1002666		
Lower Lake	CA	38.9104546	-122.6102614		
Loyalton	CA	39.6762936	-120.2410385		
Lucerne	CA	39.0901709	-122.7963806		
Madera	CA	36.9613356	-120.0607176		
Martinez	CA	38.0193657	-122.1341321		
Marysville	CA	39.1457253	-121.5913547		
McCloud	CA	41.2557119	-122.1394487		
Montague	CA	41.7281985	-122.5278007		
Montara	CA	37.5421617	-122.5160892		
Mount Shasta	CA	41.3098746	-122.3105666		
Napa	CA	38.2971367	-122.2855293		
Newark	CA	37.5296593	-122.0402399		
Newman	CA	37.3138267	-121.0207614		
Oakdale	CA	37.7665947	-120.8471545		
Oakhurst	CA	37.3279997	-119.6493154		
Oakland	CA	37.8043722	-122.2708026		
Occidental	CA	38.4074146	-122.9483307		
Orange Cove	CA	36.624394	-119.3137301		
Oroville	CA	39.5137752	-121.556359		
Palermo	CA	39.4354432	-121.5380243		
Palo Alto	CA	37.4418834	-122.1430195		
Paradise	CA	39.7596061	-121.6219177		
Patterson	CA	37.4716001	-121.129656		
Petaluma	CA	38.232417	-122.6366524		
Pinole	CA	38.0043667	-122.2988587		
Placerville	CA	38.7296252	-120.798546		
Pleasanton	CA	37.6624312	-121.8746789		
Plymouth	CA	38.4818531	-120.844659		
Red Bluff	CA	40.1784886	-122.2358302		
Redding	CA	40.5865396	-122.3916754		
Redwood City	CA	37.4852152	-122.2363548		
Rio Vista	CA	38.1557502	-121.6913439		
Rocklin	CA	38.7907339	-121.2357828		
Ross	CA	37.9624239	-122.5549775		
Saint Helena	CA	38.5051866	-122.4702578		
Salinas	CA	36.6777372	-121.6555013		
San Andreas	CA	38.1960298	-120.6804872		
San Anselmo	CA	37.9746458	-122.5616448		
San Carlos	CA	37.5071591	-122.2605222		
San Francisco	CA	37.7749295	-122.4194155		
San Joaquin	CA	36.6066162	-120.1890447		
San Martin	CA	37.0849464	-121.6102216		
Sanger	CA	36.708006	-119.5559652		
Sausalito	CA	37.8590938	-122.4852507		
Sebastopol	CA	38.4021359	-122.8238806		
Atwater	CA	37.3477174	-120.609084		
Chowchilla	CA	37.1229997	-120.2601754		
Colusa	CA	39.2143343	-122.0094175		
Covelo	CA	39.7929324	-123.2480687		
Dos Palos	CA	36.9860582	-120.6265722		
Eureka	CA	40.8020712	-124.1636729		
Fresno	CA	36.7477272	-119.7723661		
Hayward	CA	37.6688205	-122.0807964		
Lodi	CA	38.1301968	-121.2724473		
Modesto	CA	37.6390972	-120.9968782		
Mountain View	CA	37.3860517	-122.0838511		
Novato	CA	38.1074199	-122.5697032		
Pacifica	CA	37.6138253	-122.4869194		
Rio Dell	CA	40.4993013	-124.1064369		
Ripon	CA	37.741595	-121.1243828		
San Bruno	CA	37.6304904	-122.4110835		
Sonoma	CA	38.291859	-122.4580356		
South San Francisco	CA	37.654656	-122.4077498		
Susanville	CA	40.4162842	-120.6530063		
Sutter Creek	CA	38.3929675	-120.8024357		
Tracy	CA	37.7396513	-121.4252227		
Turlock	CA	37.4946568	-120.8465941		
Ukiah	CA	39.1501709	-123.2077831		
Vacaville	CA	38.3565773	-121.9877444		
Death Valley National Park	CA	36.4832796	-117.1008929		
Klamath Mountains	CA	42.0001211	-123.3345004		
Vine Hill	CA	38.0085326	-122.0960753		
Weaverville	CA	40.7309778	-122.9419708		
Weed	CA	41.4226498	-122.3861269		
West Pittsburg	CA	38.026865	-121.9371821		
Wheatland	CA	39.0098947	-121.4230133		
Williams	CA	39.1546137	-122.1494187		
Willits	CA	39.4096079	-123.3555656		
Winters	CA	38.5249065	-121.9708017		
Woodbridge	CA	38.1540849	-121.301337		
Woodland	CA	38.6785157	-121.7732971		
Yountville	CA	38.4015781	-122.3608105		
Yreka	CA	41.7354187	-122.6344708		
Altadena	CA	34.1897275	-118.1311819		
Anaheim	CA	33.8352932	-117.9145036		
Arcadia	CA	34.1397292	-118.0353449		
Armona	CA	36.3157833	-119.7084642		
Arvin	CA	35.209129	-118.828431		
Azusa	CA	34.1336186	-117.9075627		
Bakersfield	CA	35.3732921	-119.0187125		
Baldwin Park	CA	34.0852868	-117.9608978		
Barstow	CA	34.8985937	-117.022818		
Bellflower	CA	33.8816819	-118.1170117		
Beverly Hills	CA	34.0736204	-118.4003563		
Big Bear Lake	CA	34.2438964	-116.9114215		
Boron	CA	34.9994202	-117.6497822		
Borrego Springs	CA	33.2558717	-116.375012		
Buena Park	CA	33.8675143	-117.9981181		
Burbank	CA	34.1808392	-118.3089661		
Buttonwillow	CA	35.400517	-119.4695619		
Cabazon	CA	33.9175154	-116.7872399		
Calexico	CA	32.6789476	-115.4988834		
Calipatria	CA	33.1255957	-115.5141538		
Camarillo	CA	34.2163937	-119.0376023		
Cambria	CA	35.5641381	-121.0807468		
Carpinteria	CA	34.3988838	-119.5184564		
Claremont	CA	34.0966764	-117.7197785		
Coachella	CA	33.6803003	-116.173894		
Coalinga	CA	36.139678	-120.3601496		
Colton	CA	34.0739016	-117.3136547		
Compton	CA	33.8958492	-118.2200712		
Corcoran	CA	36.098007	-119.5604015		
Corona	CA	33.8752935	-117.5664384		
Costa Mesa	CA	33.6411316	-117.9186689		
Covina	CA	34.0900091	-117.8903397		
Culver City	CA	34.0211224	-118.3964665		
Cypress	CA	33.8169599	-118.0372852		
Delano	CA	35.7688425	-119.2470536		
Duarte	CA	34.1394513	-117.9772873		
El Cajon	CA	32.7947731	-116.9625269		
El Monte	CA	34.0686207	-118.0275667		
El Rio	CA	34.235783	-119.16383		
Lake Elsinore	CA	33.6680772	-117.3272615		
Encinitas	CA	33.0369867	-117.2919818		
Escondido	CA	33.1192068	-117.086421		
Exeter	CA	36.2960613	-119.1420517		
Fallbrook	CA	33.3764196	-117.2511466		
Farmersville	CA	36.2977283	-119.2067767		
Fillmore	CA	34.3991639	-118.918154		
Fontana	CA	34.0922335	-117.435048		
Fountain Valley	CA	33.7091847	-117.9536697		
Glendora	CA	34.1361187	-117.865339		
Guadalupe	CA	34.971644	-120.5718363		
Hawaiian Gardens	CA	33.8314045	-118.0728424		
Hawthorne	CA	33.9164032	-118.3525748		
Hemet	CA	33.7475203	-116.9719684		
Hermosa Beach	CA	33.8622367	-118.3995194		
Hesperia	CA	34.4263886	-117.3008784		
Highgrove	CA	34.0158479	-117.3333772		
Highland	CA	34.1283442	-117.2086513		
Homeland	CA	33.7430759	-117.1091967		
Huntington Beach	CA	33.660297	-117.9992265		
Huron	CA	36.2027308	-120.1029177		
Imperial	CA	32.8475529	-115.5694391		
Indio	CA	33.7205771	-116.2155619		
Irwindale	CA	34.1069527	-117.9353413		
Ivanhoe	CA	36.3871725	-119.2178889		
Jamul	CA	32.7169988	-116.8761347		
Joshua Tree	CA	34.134728	-116.3130661		
Julian	CA	33.0786552	-116.6019637		
Kettleman City	CA	36.0082865	-119.9617998		
King City	CA	36.2127439	-121.1260287		
La Habra	CA	33.9319578	-117.9461734		
La Mirada	CA	33.9172357	-118.0120086		
Lake Arrowhead	CA	34.2483396	-117.1892078		
Lake Isabella	CA	35.6180087	-118.473141		
Lakeview	CA	33.8386295	-117.1180873		
Lancaster	CA	34.6980406	-118.1367393		
Lawndale	CA	33.887237	-118.3525744		
Lennox	CA	33.9380695	-118.3525752		
Lindsay	CA	36.2030064	-119.08816		
Lompoc	CA	34.6391501	-120.4579409		
Long Beach	CA	33.7669623	-118.1892348		
Los Alamitos	CA	33.8030717	-118.0725641		
Maricopa	CA	35.058858	-119.4009509		
McFarland	CA	35.6780104	-119.2292748		
Mecca	CA	33.571692	-116.0772244		
Mojave	CA	35.0524699	-118.1739645		
Monterey Park	CA	34.0625106	-118.1228476		
Moorpark	CA	34.285558	-118.8820414		
Muscoy	CA	34.1541763	-117.3442118		
Needles	CA	34.8480597	-114.6141315		
Niland	CA	33.2400366	-115.5188756		
Nipomo	CA	35.0427547	-120.4759986		
Oceano	CA	35.0988648	-120.612393		
Oceanside	CA	33.1958696	-117.3794834		
Oildale	CA	35.4196799	-119.0195452		
Ojai	CA	34.4480495	-119.242889		
Ontario	CA	34.0633443	-117.6508876		
Orange	CA	33.7877945	-117.8531119		
Oxnard	CA	34.1975048	-119.1770516		
Palm Desert	CA	33.7222445	-116.3744556		
Palm Springs	CA	33.8302961	-116.5452921		
Palmdale	CA	34.5794343	-118.1164613		
Palos Verdes Estates	CA	33.8005714	-118.3900737		
Paramount	CA	33.8894598	-118.1597911		
Perris	CA	33.7825194	-117.2286478		
Pico Rivera	CA	33.9830688	-118.096735		
Piru	CA	34.4152743	-118.7939824		
Pismo Beach	CA	35.1427533	-120.6412827		
Pixley	CA	35.9685649	-119.2917785		
Port Hueneme	CA	34.1477829	-119.1951074		
Porterville	CA	36.06523	-119.0167679		
Ramona	CA	33.0417111	-116.868082		
Redondo Beach	CA	33.8491816	-118.3884078		
Ridgecrest	CA	35.6224561	-117.6708966		
San Dimas	CA	34.1066756	-117.8067257		
San Fernando	CA	34.2819461	-118.4389719		
San Jacinto	CA	33.7839084	-116.958635		
San Luis Obispo	CA	35.2827524	-120.6596156		
San Marino	CA	34.121397	-118.1064585		
Santa Ana	CA	33.7455731	-117.8678338		
Santa Maria	CA	34.9530337	-120.4357191		
Santa Monica	CA	34.0194543	-118.4911912		
Santa Paula	CA	34.3541659	-119.0592705		
Sedco Hills	CA	33.6416892	-117.2908712		
South Gate	CA	33.954737	-118.2120161		
Strathmore	CA	36.145507	-119.0606587		
Tehachapi	CA	35.1321878	-118.4489739		
Temecula	CA	33.4936391	-117.1483648		
Terra Bella	CA	35.962453	-119.0442687		
Tipton	CA	36.0593973	-119.3120577		
Torrance	CA	33.8358492	-118.3406288		
Tulare	CA	36.2077288	-119.3473379		
Twentynine Palms	CA	34.1355582	-116.0541689		
Victorville	CA	34.5361067	-117.2911565		
Visalia	CA	36.3302284	-119.2920585		
Walnut	CA	34.0202894	-117.8653386		
West Covina	CA	34.0686208	-117.9389526		
West Hollywood	CA	34.0900091	-118.3617443		
Westminster	CA	33.759183	-118.0067271		
Westmorland	CA	33.0372674	-115.6213817		
Whittier	CA	33.9791793	-118.032844		
Winchester	CA	33.706966	-117.0844733		
Woodcrest	CA	33.8822392	-117.3572651		
Wrightwood	CA	34.3608341	-117.6333884		
Yorba Linda	CA	33.8886259	-117.8131125		
Yucaipa	CA	34.033625	-117.0430865		
Norco	CA	33.9311257	-117.548661		
Big Valley Mountains	CA	41.1596089	-121.2969231		
Wawona	CA	37.5368803	-119.6562684		
Upper Lake	CA	41.7415592	-120.1510592		
Farallon National Wildlife Refuge	CA	37.7249303	-123.0302779		
Farallon Islands	CA	37.7332634	-123.0344446		
Mount Langley	CA	36.5232685	-118.2389774		
Middle Palisade	CA	37.0699338	-118.4701035		
Mount Muir	CA	36.5646575	-118.2912017		
Panoche Hills	CA	36.6446744	-120.7318446		
Scott River	CA	41.7790209	-123.0350393		
Mount Sill	CA	37.0943778	-118.5028828		
Pit River	CA	40.7562607	-122.3705647		
Sacramento River	CA	38.0632528	-121.8527357		
San Francisco Bay	CA	37.708264	-122.280247		
San Jose	CA	37.3393857	-121.8949555		
Santa Clara	CA	37.354108	-121.9552356		
Santa Cruz Mountains	CA	37.1107807	-121.8446759		
South Yolla Bolly Mountains	CA	40.0359864	-122.8538965		
Surprise Valley	CA	41.1373968	-120.0010465		
Mount Tyndall	CA	36.6554905	-118.3370383		
Mount Williamson	CA	36.6560456	-118.3112048		
Panamint Range	CA	36.169949	-117.0892224		
San Gabriel River	CA	33.7425177	-118.1156203		
San Jacinto Mountains	CA	33.814463	-116.6791834		
Santa Barbara Channel	CA	34.2499973	-120.0009688		
Santa Monica Bay	CA	33.9350121	-118.4667444		
Santa Monica Mountains	CA	34.1202843	-118.9317634		
Searles Lake	CA	35.7332887	-117.334222		
Sierra Madre Mountains	CA	34.9022019	-119.8587486		
Deer Creek	CA	39.9262691	-122.0816529		
Mount Dana	CA	37.8996488	-119.2212619		
Los Padres National Forest	CA	34.6666555	-119.7512479		
Angeles National Forest	CA	34.3752755	-118.2511876		
Alamo Oaks	CA	37.8393701	-121.993016		
Applegate	CA	39.0007303	-120.9924431		
Ben Lomond	CA	37.0891143	-122.0863528		
Calwa	CA	36.7105053	-119.7584755		
Cecilville	CA	41.1409709	-123.1400409		
Cedar Grove	CA	36.7907744	-118.6703779		
Ceres	CA	37.5949316	-120.9577098		
Chico	CA	39.7284945	-121.8374777		
Chualar	CA	36.5705171	-121.5185514		
Citrus Heights	CA	38.7071247	-121.2810611		
Clearlake Highlands	CA	38.9554533	-122.6427625		
Coleville	CA	38.5662988	-119.5071119		
Colfax	CA	39.1007298	-120.9532759		
Coloma	CA	38.7999014	-120.890216		
Cotati	CA	38.3268593	-122.7072098		
Courtland	CA	38.3310231	-121.568566		
Cowell	CA	37.9527005	-121.9894053		
Crannell	CA	41.0117923	-124.0847889		
Dardanelle	CA	38.3410234	-119.8337902		
Davenport	CA	37.0116165	-122.1919133		
Denair	CA	37.526323	-120.7968711		
Diablo	CA	37.8349258	-121.9580149		
Dixon	CA	38.4454641	-121.8232958		
Dublin	CA	37.7021521	-121.9357918		
Eagleville	CA	41.3162846	-120.1157746		
Elk	CA	39.1301809	-123.7177934		
Elk Creek	CA	39.6051574	-122.5391598		
Escalon	CA	37.7974273	-120.9966033		
Fairfield	CA	38.2493581	-122.0399663		
Farmington	CA	37.929925	-121.0002168		
